Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,NameASCII,PlayerId,MLBAMID
"Ryan McDonald","SDST",,174,0.212643678,0.189655172,1.121212121,0.417322834,0.574712643,0.929133858,1.503846501,0.511811024,8.17214324004911,0.467532467,1.5114359318395145,67.87226582671927,40.69747055675314,0.6097656515823013,249.76182949106675,"Ryan McDonald","sa3037557",
"Nolan Schanuel","FAU",21,289,0.24567474,0.048442906,5.071428571,0.446700507,0.614583333,0.868020304,1.482603637,0.421319797,7.628615824996096,0.41566265,1.7188146077096462,112.31678973119236,65.63367576878048,0.6161686190300517,240.59403968130133,"Nolan Schanuel","33189",694384
"Austin Deming","BYU",23,192,0.104166666,0.151041666,0.689655172,0.418181818,0.484375,0.915151515,1.399526515,0.496969697,4.448872220688162,0.416666666,-0.22322731232270598,65.79070512012643,36.12101594165963,0.5672921494891247,221.74382995516848,"Austin Deming","sa3022813",801471
"Charlie Pagliarini","FAIR",22,271,0.180811808,0.250922509,0.720588235,0.399038461,0.527675276,0.850961538,1.378636814,0.451923077,7.933025056550399,0.495798319,2.133447381143924,97.90997967422987,52.66184875668073,0.567769438578194,216.38458360333343,"Charlie Pagliarini","sa3022487",813860
"Ryan Wilson","DAV",21,259,0.127413127,0.088803088,1.434782608,0.386597938,0.532818532,0.737113402,1.269931934,0.350515464,5.191476823819952,0.371794871,-0.45988390129059553,87.10872441402859,44.61661024264283,0.5486571728953064,204.99974198197864,"Ryan Wilson","sa3023141",801698
"Sam Mongelli","SHU",22,287,0.104529616,0.108013937,0.967741935,0.402489626,0.494736842,0.742738589,1.237475431,0.340248963,8.286977789187489,0.405263157,2.2865822522435337,91.21505642440088,45.45651746299036,0.5338403613943803,199.33996691049322,"Sam Mongelli","sa3022511",815044
"Cam Fisher","CLT",22,298,0.2147651,0.211409395,1.015873015,0.348214285,0.506711409,0.8125,1.319211409,0.464285715,5.122524579442477,0.363636363,1.5749499932862818,95.55213600972583,47.41522265056063,0.5436817013577326,198.5007540819666,"Cam Fisher","sa3022687",801176
"Brennan Orf","SIUE",21,253,0.213438735,0.158102766,1.35,0.35078534,0.505928853,0.759162303,1.265091156,0.408376963,7.821303696787631,0.360902255,1.6081239441409707,79.25972158123061,39.159440029750314,0.5309943288211295,197.6537782645687,"Brennan Orf","sa3022570",804710
"Jeremiah Jenkins","ME",20,254,0.153543307,0.141732283,1.083333333,0.365482233,0.492125984,0.756345177,1.248471161,0.390862944,3.004224262068343,0.354166666,-0.8543666214682162,78.56145681418984,38.71496851720422,0.5284191123613222,197.16030238010458,"Jeremiah Jenkins","sa3025550",815877
"Robbie Burnett","UNCA",20,177,0.13559322,0.169491525,0.8,0.379310344,0.485875706,0.758620689,1.244496395,0.379310345,8.92442291576253,0.40776699,1.3354090936481953,54.79005817025621,26.86765748709161,0.530065865839942,196.22259128775792,"Robbie Burnett","sa3028080",
