Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,NameASCII,PlayerId,MLBAMID
"Luke Sanders","ALCN",,46,5.869565217391305,3.717391304347826,1.57894737,1.7608695652173914,0.1119403,0.07089552,0.04104478,0.38135593,2.369565217391304,0.41116751,0.34734918,13.108695652173912,8.756796032449474,4.351899619724438,"Luke Sanders","sa3062894",
"Jake Michalak","OSU",20,46.2,9.449999742507941,11.185713980927767,0.84482759,1.1571428256132172,0.17689531,0.20938628,-0.03249098,0.31034483,2.5928570722073943,0.38513514,0.50544323,12.149999668938783,8.16608351765847,3.9839161512803134,"Jake Michalak","sa3037968",
"Jermel Ford","ALCN",,54.2,6.914633985504662,10.865853405793041,0.63636364,1.1524389975841105,0.13043478,0.20496894,-0.07453416,0.34453782,2.7073170101975927,0.3968254,0.42893726,13.99390211352134,10.168513843773521,3.825388269747819,"Jermel Ford","sa3031543",
"Kaden Jacobi","MIZ",22,46.2,9.835714017712347,4.628571302452869,2.125,1.735714238419826,0.21702128,0.10212766,0.11489362,0.325,1.9071428051773396,0.4,0.51487414,10.02857115531455,6.262963211293124,3.7656079440214256,"Kaden Jacobi","sa3034532",
"Brayden Eftink","MVSU",,45.2,7.2919705998783915,5.124087448563194,1.42307692,0.19708028648319978,0.16086957,0.11304348,0.04782609,0.31658291,1.9489050552227534,0.38509317,0.43196544,9.65693403767679,6.131438983423556,3.5254950542532333,"Brayden Eftink","sa3030827",
"Ryan Castillo","UNM",,42.2,8.22656225482934,2.7421874182764463,3,0.8437499748542913,0.1884058,0.06280193,0.12560387,0.35078534,1.874999944120647,0.42567568,0.50387597,8.648437242256485,5.212290939223022,3.4361463030334622,"Ryan Castillo","sa3028624",
"Nick Espinola","AAMU",,48.2,5.547945060522391,7.767123084731348,0.71428571,2.0342465221915433,0.10416667,0.14583333,-0.04166667,0.375,2.650684862249587,0.39790576,0.46238245,13.499999647271153,10.588243187746698,2.9117564595244545,"Nick Espinola","sa3065529",
"Nathan Vidmar","DSU",,57.2,8.583814839626271,5.462427625216718,1.57142857,0.7803468036023883,0.17027864,0.10835913,0.0619195,0.36900369,2.341040410807165,0.45023697,0.48965517,10.144508446831049,7.239186217471096,2.9053222293599523,"Nathan Vidmar","sa3044482",
"Branton Little","WOF",21,67.1,6.6831680644132385,2.6732672257652954,2.5,0.9356435290178533,0.1552795,0.0621118,0.0931677,0.32423208,1.707920727572272,0.37288136,0.46409807,8.287128399872415,5.430738166453454,2.856390233418961,"Branton Little","sa3036391",
"Brady Bouchard","BING",19,56.2,7.464705714849456,2.858823465261494,2.61111111,1.5882352584786077,0.16319444,0.0625,0.10069444,0.34765625,1.888235251746789,0.39698492,0.54205607,9.688235076719506,6.844871917513416,2.84336315920609,"Brady Bouchard","sa3058686",
"Kevin Zarnoch Jr.","UML",24,47.2,8.874125637397883,5.664335513232691,1.56666667,0.37762236754884604,0.18503937,0.11811024,0.06692913,0.31884058,2.0139859602605124,0.40506329,0.57168784,8.874125637397883,6.046928695692889,2.827196941704994,"Kevin Zarnoch Jr.","sa3045810",
"Mason Horwat","PSU",,49,5.326530612244898,4.775510204081633,1.11538462,0.7346938775510204,0.11693548,0.10483871,0.01209677,0.33962264,2,0.37988827,0.56640625,8.63265306122449,5.919144860092475,2.713508201132015,"Mason Horwat","sa3034119",
"Drew Politte","BRAD",,41.2,7.559999769287116,9.503999709960947,0.79545455,0.64799998022461,0.15283843,0.19213974,-0.03930131,0.30337079,2.3519999282226585,0.36428571,0.46626984,10.151999690185557,7.466516622833255,2.685483067352302,"Drew Politte","sa3060284",
"Aaron Ragat","BELL",22,44.1,4.466165541632101,6.29323326320887,0.70967742,1.4210526723374868,0.08943089,0.12601626,-0.03658537,0.352657,2.3458647289380736,0.37078652,0.57729941,10.55639128022133,7.876467808006351,2.6799234722149796,"Aaron Ragat","sa3060329",
