Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,NameASCII,PlayerId,MLBAMID
"Channing Austin","UVA",19,0.1,26.99999919533732,53.99999839067464,0.5,0,0.25,0.5,-0.25,0,5.999999821186071,0,0,80.99999758601196,24.639934104681032,56.360063481330926,"Channing Austin","sa3026309",
"George Thompson","UNCO",,0.1,26.99999919533732,53.99999839067464,0.5,0,0.2,0.4,-0.2,0.5,8.999999731779106,1,0,80.99999758601196,25.28287367224695,55.71712391376501,"George Thompson","sa3043756",
"Clayton Barnes","MRST",,0.1,26.99999919533732,53.99999839067464,0.5,0,0.2,0.4,-0.2,0.5,8.999999731779106,1,0.25,80.99999758601196,25.378466171026247,55.62153141498571,"Clayton Barnes","sa3026593",
"Ross Krakower","PENN",,0.2,0,67.4999979883433,0,0,0,0.55555556,-0.55555556,0.5,10.499999687075624,0.5,0.14285714,80.99999758601196,27.567566868662855,53.432430717349106,"Ross Krakower","sa3035675",
"John Boushelle","LR",24,0.1,26.99999919533732,53.99999839067464,0.5,26.99999919533732,0.2,0.4,-0.2,0.66666667,11.999999642372142,1,0,107.99999678134928,54.742168051004455,53.257828730344826,"John Boushelle","sa3027462",
"Brad Demco","OU",24,0.1,0,26.99999919533732,0,0,0,0.16666667,-0.16666667,0.66666667,8.999999731779106,0.66666667,0.4,80.99999758601196,30.687750679254556,50.3122469067574,"Brad Demco","sa3030122",
"Davis Spencer","WASH",19,0.1,0,0,0,0,0,0,0,0.75,8.999999731779106,0.75,0.33333333,53.99999839067464,3.7473423004150392,50.2526560902596,"Davis Spencer","sa3042827",
"Grant Fontenot","MCN",,0,0,18,0,0,0,0.25,-0.25,1,7,1,0.125,63,12.869428825378417,50.13057117462158,"Grant Fontenot","sa3031527",
"Casey Young","OMA",,1,0,27,0,0,0,0.3,-0.3,0.57142857,7,0.57142857,0,63,13.113589477539062,49.886410522460935,"Casey Young","sa3045730",
"Matt Levenson","WIN",,0.1,0,0,0,0,0,0,0,0.75,8.999999731779106,0.75,0.33333333,53.99999839067464,4.130052280426026,49.86994611024861,"Matt Levenson","sa3036272",
"Noah Cook","VMI",,0.1,0,80.99999758601196,0,0,0,0.75,-0.75,0,8.999999731779106,0,0,80.99999758601196,31.274047237634683,49.725950348377275,"Noah Cook","sa3029306",
"Jayson Hoopes","RUTG",,1,9,27,0.33333333,9,0.07692308,0.23076923,-0.15384615,0.7,10,0.75,0.23255814,72,23.81112642288208,48.18887357711792,"Jayson Hoopes","sa3034064",
"Ben Larson","GONZ",,1.1,0,26.99999919533732,0,0,0,0.28571429,-0.28571429,0.6,7.499999776482588,0.6,0.1,60.74999818950897,12.79039947390557,47.959598715603406,"Ben Larson","sa3035996",
"Reagan Fowler","PRES",,0.1,26.99999919533732,80.99999758601196,0.33333333,0,0.14285714,0.42857143,-0.28571429,0.66666667,14.999999552965177,1,0.16666667,80.99999758601196,34.13005138635638,46.86994619965558,"Reagan Fowler","sa3031598",
"Jake Oliger","IONA",,0.1,26.99999919533732,53.99999839067464,0.5,0,0.2,0.4,-0.2,0,5.999999821186071,0,0.25,80.99999758601196,34.37846590280535,46.621531683206605,"Jake Oliger","sa3039104",
"Ryan Manikowski","CREI",,1,9,36,0.25,0,0.07142857,0.28571429,-0.21428571,0.66666667,10,0.75,0.36363636,63,16.681576919555663,46.31842308044433,"Ryan Manikowski","sa3036973",
"Daren Smith","SOU",,0.1,26.99999919533732,80.99999758601196,0.33333333,0,0.16666667,0.5,-0.33333333,0.5,11.999999642372142,1,0.4,80.99999758601196,35.3461315751076,45.65386601090436,"Daren Smith","sa3042528",
"Asher Soltis","KENT",,0.2,0,0,0,0,0,0,0,0.71428571,7.499999776482588,0.71428571,0.33333333,53.99999839067464,8.707076129317286,45.292922261357354,"Asher Soltis","sa3042737",
"Connor Hults","JAX",,0.2,13.49999959766866,40.49999879300598,0.33333333,0,0.09090909,0.27272727,-0.18181818,0.66666667,10.499999687075624,0.8,0.44444444,67.4999979883433,23.650823202729242,43.84917478561405,"Connor Hults","sa3034290",
"JP Gates","MIA",,0.1,0,80.99999758601196,0,0,0,0.42857143,-0.42857143,0.33333333,11.999999642372142,0.33333333,0.2,80.99999758601196,39.63993365764621,41.36006392836575,"JP Gates","sa3032046",
"Brayden Siren","MTSU",,0.2,26.99999919533732,53.99999839067464,0.5,13.49999959766866,0.16666667,0.33333333,-0.16666667,0.71428571,13.49999959766866,1,0.23255814,80.99999758601196,40.113875937461884,40.88612164855007,"Brayden Siren","sa3042372",
"Nick Beetel","LEH",19,1.1,20.24999939650299,33.74999899417165,0.6,0,0.2,0.33333333,-0.13333333,0.44444444,6.74999979883433,0.66666667,0,53.99999839067464,13.30891172289849,40.69108666777615,"Nick Beetel","sa3026873",
"Francis Villaman","FIU",,1,27,18,1.5,9,0.3,0.2,0.1,0.5,5,1,0,63,23.11387701034546,39.88612298965454,"Francis Villaman","sa3044496",
"Isaias Miramontes","CSUB",20,0.1,26.99999919533732,26.99999919533732,1,0,0.25,0.25,0,0.5,5.999999821186071,1,0.33333333,53.99999839067464,16.038438153266917,37.961560237407724,"Isaias Miramontes","sa3038142",
"Ben Lake","CAL",20,0.2,0,26.99999919533732,0,0,0,0.25,-0.25,0.6,7.499999776482588,0.6,0.33333333,53.99999839067464,17.2473418980837,36.752656492590944,"Ben Lake","sa3035855",
"Gabe Shepard","USM",,0.2,26.99999919533732,80.99999758601196,0.33333333,13.49999959766866,0.16666667,0.5,-0.33333333,0.66666667,14.999999552965177,1,0.46511628,80.99999758601196,44.61387580335144,36.38612178266052,"Gabe Shepard","sa3042142",
"Dustin Dickerson","USM",20,0.2,13.49999959766866,13.49999959766866,1,0,0.14285714,0.14285714,0,0.66666667,7.499999776482588,0.8,0.4,40.49999879300598,5.6138769656419765,34.886121827364,"Dustin Dickerson","sa3022828",815039
"Anthony Sasso","MSM",,1.1,0,40.49999879300598,0,0,0,0.375,-0.375,0.55555556,8.249999754130847,0.55555556,0.33333333,53.99999839067464,19.911838729679598,34.088159660995046,"Anthony Sasso","sa3041588",
"John Dominguez","MVSU",,2,13.5,18,0.75,0,0.13636364,0.18181818,-0.04545455,0.6875,7.5,0.84615385,0.35294118,45,11.346132469177245,33.65386753082275,"John Dominguez","sa3030435",
"Travis Hester","BAY",21,1.2,5.4000001287460355,16.200000386238106,0.33333333,5.4000001287460355,0.06666667,0.2,-0.13333333,0.58333333,6.0000001430511505,0.6,0.11627907,48.60000115871432,15.687751770019538,32.91224938869478,"Travis Hester","sa3033736",
"Jacob Riordan","GAST",21,1,9,9,1,18,0.07142857,0.07142857,0,0.7,8,0.71428571,0.36585366,72,39.742169570922854,32.257830429077146,"Jacob Riordan","sa3040784",
"Nick Schmidt","MOST",,0.2,0,40.49999879300598,0,0,0,0.5,-0.5,0.5,5.999999821186071,0.5,0.2,53.99999839067464,21.744062554836287,32.25593583583836,"Nick Schmidt","sa3041731",
"Blake Mahmood","TULN",,0,0,0,0,0,0,0,0,1,4,1,0,36,3.7772714614868166,32.22272853851318,"Blake Mahmood","sa3036872",
"Kyle Moats","AFA",,0.1,0,53.99999839067464,0,0,0,0.66666667,-0.66666667,0,5.999999821186071,0,0,53.99999839067464,22.506593358516707,31.493405032157934,"Kyle Moats","sa3038189",
"Cole Fryman","SAM",,1.1,20.24999939650299,13.49999959766866,1.5,6.74999979883433,0.27272727,0.18181818,0.09090909,0.5,4.499999865889553,0.75,0,47.24999859184031,16.274047684669505,30.975950907170805,"Cole Fryman","sa3031750",
"Corbin Bozosi","SELA",,1.1,13.49999959766866,6.74999979883433,2,0,0.22222222,0.11111111,0.11111111,0.5,3.749999888241294,0.66666667,0,33.74999899417165,3.119428847730159,30.63057014644149,"Corbin Bozosi","sa3027534",
"Ethan Snyder","W&M",19,1,9,0,1,9,0.125,0,0.125,0.625,5,0.66666667,0,45,14.792695713043212,30.207304286956788,"Ethan Snyder","sa3042687",
"Michael Cartwright","CSUN",,1,18,9,2,0,0.22222222,0.11111111,0.11111111,0.42857143,4,0.6,0.2,36,6.038438510894776,29.961561489105225,"Michael Cartwright","sa3028543",
"Hayden Cody","CSUN",19,1,9,18,0.5,9,0.11111111,0.22222222,-0.11111111,0.5,5,0.5,0,54,24.038438510894775,29.961561489105225,"Hayden Cody","sa3029092",
"Cameron Cooper","PV",,0,0,18,0,9,0,0.2,-0.2,1,7,1,0.34883721,63,33.34613246917725,29.65386753082275,"Cameron Cooper","sa3029334",
"Connery Peters","WICH",21,0.1,0,107.99999678134928,0,26.99999919533732,0,0.5,-0.5,0.75,20.999999374151248,0.66666667,0.53571429,107.99999678134928,78.77726922631271,29.22272755503657,"Connery Peters","sa3039774",
"Andrew Boyd","RAD",,2,13.5,4.5,3,0,0.16666667,0.05555556,0.11111111,0.5625,5,0.69230769,0.18181818,31.5,4.130052280426026,27.369947719573975,"Andrew Boyd","sa3027500",
"Ty Butler","KENN",,1.1,0,40.49999879300598,0,0,0,0.375,-0.375,0.55555556,8.249999754130847,0.55555556,0.41666667,47.24999859184031,19.900823314487948,27.349175277352362,"Ty Butler","sa3028175",
"Eli Shedd","WAG",,3,15,15,1,6,0.16666667,0.16666667,0,0.57142857,5.666666666666667,0.71428571,0.32967033,45,18.495172532399497,26.504827467600503,"Eli Shedd","sa3042108",
"Chase Smith","TOW",,1,18,90,0.2,9,0.11764706,0.58823529,-0.47058824,0.33333333,12,0.33333333,0.43103448,72,45.792695713043216,26.207304286956784,"Chase Smith","sa3042510",
"Gabriel Romano","QUIN",,2,4.5,36,0.125,4.5,0.05263158,0.42105263,-0.36842105,0.4,6,0.375,0.17241379,49.5,23.378466796875,26.121533203125,"Gabriel Romano","sa3041093",
"Barron Holtz","NDSU",,1.1,6.74999979883433,26.99999919533732,0.25,6.74999979883433,0.07692308,0.30769231,-0.23076923,0.55555556,6.74999979883433,0.57142857,0.13157895,47.24999859184031,21.363588963449015,25.886409628391295,"Barron Holtz","sa3034033",
"Sam Clow","UTU",,0,0,36,0,0,0,0.8,-0.8,0,4,0,0,45,19.282874298095702,25.717125701904298,"Sam Clow","sa3029060",
"Cole Murray","IONA",,0,0,9,0,0,0,0.2,-0.2,1,4,1,0,36,10.378466796875,25.621533203125,"Cole Murray","sa3038600",
"Joseph Karall","SEMO",,1.2,5.4000001287460355,27.00000064373018,0.2,5.4000001287460355,0.05263158,0.26315789,-0.21052632,0.58333333,7.200000171661381,0.6,0.3968254,48.60000115871432,23.235272769927988,25.364728388786332,"Joseph Karall","sa3035078",
"Will Hearn","SIE",20,2,0,13.5,0,4.5,0,0.15,-0.15,0.58823529,6.5,0.5625,0.17241379,40.5,15.378466796875,25.121533203125,"Will Hearn","sa3033490",
"Will Hudson","WIN",,1,9,0,1,0,0.125,0,0.125,0.375,3,0.42857143,0,27,2.1300522804260256,24.869947719573975,"Will Hudson","sa3034233",
"Brandon Troxler","UIW",,1,9,9,1,9,0.1,0.1,0,0.625,6,0.66666667,0.35714286,45,20.869428825378417,24.130571174621583,"Brandon Troxler","sa3044086",
"Robby Cerulle","PENN",,1.1,6.74999979883433,0,1,0,0.11111111,0,0.11111111,0.55555556,3.749999888241294,0.625,0.2,26.99999919533732,3.5675675839185703,23.43243161141875,"Robby Cerulle","sa3028705",
"Cooper Barnum","WSU",19,1,18,18,1,9,0.18181818,0.18181818,0,0.625,7,0.8,0.45454545,45,21.74734230041504,23.25265769958496,"Cooper Barnum","sa3026612",
"Kyle Whitaker","NJIT",19,0,0,27,0,0,0,0.75,-0.75,1,4,1,0,36,12.921701622009277,23.078298377990723,"Kyle Whitaker","sa3045092",
"Steven Medrano","TNTC",,1,0,27,0,0,0,0.27272727,-0.27272727,0.625,8,0.625,0.5,36,13.035272312164306,22.964727687835694,"Steven Medrano","sa3037783",
"Lawson Russell","UTM",,1,0,27,0,0,0,0.375,-0.375,0.6,6,0.6,0.33333333,36,13.035272312164306,22.964727687835694,"Lawson Russell","sa3041334",
"Justin Offschanka","CLT",22,0.1,0,0,0,0,0,0,0,0.5,2.9999999105930355,0.5,0,26.99999919533732,4.113877010345459,22.886122184991862,"Justin Offschanka","sa3039057",
"Radd Thomas","WSU",23,1.1,6.74999979883433,33.74999899417165,0.2,0,0.06666667,0.33333333,-0.26666667,0.5,6.74999979883433,0.57142857,0.36363636,40.49999879300598,17.99734187573196,22.50265691727402,"Radd Thomas","sa3043725",
"Tanner Quick","UNC",,1,9,9,1,0,0.14285714,0.14285714,0,0.5,4,0.6,0.25,27,4.639934730529785,22.360065269470216,"Tanner Quick","sa3040327",
"Erik Stock","CONN",,1,9,0,1,0,0.16666667,0,0.16666667,0.6,3,0.75,0.25,27,4.681576919555664,22.318423080444337,"Erik Stock","sa3043145",
"Carson Ozmer","PENN",19,0.1,0,0,0,0,0,0,0,0.66666667,5.999999821186071,0.66666667,0.5,26.99999919533732,5.067567539215088,21.932431656122233,"Carson Ozmer","sa3039313",
"Theo Hardy","SJSU",19,3.1,5.4000001287460355,8.100000193119053,0.66666667,0,0.07142857,0.10714286,-0.03571429,0.5,3.900000092983248,0.55555556,0.33333333,32.40000077247621,10.506594038009647,21.893406734466566,"Theo Hardy","sa3033215",
"Mason Wells","GONZ",,0.2,13.49999959766866,13.49999959766866,1,0,0.125,0.125,0,0.25,2.9999999105930355,0.33333333,0.4,40.49999879300598,18.790399295091643,21.709599497914336,"Mason Wells","sa3044994",
"Lincoln Bowman","EIU",,0.2,13.49999959766866,13.49999959766866,1,0,0.14285714,0.14285714,0,0.5,5.999999821186071,0.6,0.25,26.99999919533732,5.535272267460824,21.464726927876498,"Lincoln Bowman","sa3027492",
"Max Gehler","ARST",,3,0,15,0,3,0,0.23809524,-0.23809524,0.42857143,3.6666666666666665,0.38461538,0.0862069,36,15.075502904256187,20.924497095743813,"Max Gehler","sa3032090",
"Steven Cook","COFC",,3.1,10.800000257492071,13.50000032186509,0.8,2.7000000643730178,0.16666667,0.20833333,-0.04166667,0.35294118,3.300000078678133,0.41666667,0.0862069,32.40000077247621,11.592695899009708,20.807304873466503,"Steven Cook","sa3029311",
"Frank Furey","ALB",,2.1,3.8571429885163644,23.142857931098185,0.16666667,7.714285977032729,0.03846154,0.23076923,-0.19230769,0.58823529,6.857143090695759,0.57142857,0.18518519,46.28571586219637,25.77884522360201,20.50687063859436,"Frank Furey","sa3031789",
"Parker Kanupp","NCCU",,3.1,8.100000193119053,18.900000450611124,0.42857143,0,0.12,0.28,-0.16,0.38888889,4.200000100135806,0.46666667,0.21428571,29.700000708103197,9.210487663745884,20.489513044357313,"Parker Kanupp","sa3035064",
"Austin Troesser","MIZ",19,2.1,3.8571429885163644,7.714285977032729,0.5,0,0.06666667,0.13333333,-0.06666667,0.41666667,3.0000001021793947,0.45454545,0.125,27.00000091961455,6.628470236914502,20.371530682700048,"Austin Troesser","sa3023281",809340
"Logan Savell","MISS",21,0.2,13.49999959766866,0,1,13.49999959766866,0.125,0,0.125,0.75,8.999999731779106,0.83333333,0.2173913,40.49999879300598,20.1284696429968,20.371529150009177,"Logan Savell","sa3041617",
"Warren Lee","UTM",,0,0,9,0,0,0,0.33333333,-0.33333333,1,3,1,0,27,7.035272312164307,19.964727687835694,"Warren Lee","sa3036167",
"Lane Diuguid","WKU",,2,13.5,4.5,3,0,0.23076923,0.07692308,0.15384615,0.58333333,4,0.77777778,0.375,22.5,2.613877010345459,19.88612298965454,"Lane Diuguid","sa3030379",
"Jack Anderson","HOF",,2.2,10.124999698251495,3.374999899417165,3,0,0.15,0.05,0.1,0.5,3.749999888241294,0.6,0.27272727,23.624999295920155,3.792695713043213,19.832303582876943,"Jack Anderson","sa3026046",
"Landon Staats","RGV",,1.2,10.800000257492071,16.200000386238106,0.66666667,0,0.13333333,0.2,-0.06666667,0.44444444,4.200000100135806,0.57142857,0.4,32.40000077247621,12.682874498367315,19.717126274108896,"Landon Staats","sa3042889",
"Max Helman","SHU",,2,18,13.5,1.33333333,0,0.25,0.1875,0.0625,0.45454545,4,0.71428571,0.2,27,7.661839199066162,19.33816080093384,"Max Helman","sa3033566",
"Daniel Hecker","MCN",,1,9,18,0.5,0,0.14285714,0.28571429,-0.14285714,0.4,4,0.5,0.25,27,7.869428825378418,19.130571174621583,"Daniel Hecker","sa3033508",
"Ben Vore","CIN",20,1.2,21.600000514984142,16.200000386238106,1.33333333,0,0.33333333,0.25,0.08333333,0.14285714,2.4000000572204603,0.33333333,0.16666667,27.00000064373018,7.977271561622622,19.022729082107556,"Ben Vore","sa3044570",
"Rece Snyder","OMA",,1,27,45,0.6,9,0.25,0.41666667,-0.16666667,0.42857143,8,0.66666667,0.45454545,45,26.113589477539062,18.886410522460938,"Rece Snyder","sa3042698",
"Jon Law","TAR",24,3.1,8.100000193119053,13.50000032186509,0.6,2.7000000643730178,0.13043478,0.2173913,-0.08695652,0.44444444,3.900000092983248,0.5,0.17241379,29.700000708103197,10.882874455451969,18.817126252651228,"Jon Law","sa3036060",
"Jake Dippold","WOF",22,3,12,9,1.33333333,0,0.22222222,0.16666667,0.05555556,0.35714286,2.6666666666666665,0.5,0.11111111,24,5.6073813756306965,18.392618624369305,"Jake Dippold","sa3030367",
"Yavier Febus","AAMU",,2,13.5,40.5,0.33333333,18,0.09677419,0.29032258,-0.19354839,0.6,10.5,0.61538462,0.11494253,63,44.84613246917725,18.15386753082275,"Yavier Febus","sa3031206",
"Patrick Straub","OHIO",19,2.1,3.8571429885163644,19.285714942581823,0.2,3.8571429885163644,0.04761905,0.23809524,-0.19047619,0.46666667,5.142857318021819,0.46153846,0.25862069,34.71428689664728,16.6356481153138,18.07863878133348,"Patrick Straub","sa3043215",
"Connor Peplow","ILST",,1.1,6.74999979883433,33.74999899417165,0.2,0,0.08333333,0.41666667,-0.33333333,0.33333333,5.249999843537812,0.4,0.375,33.74999899417165,15.744062733650217,18.00593626052143,"Connor Peplow","sa3039687",
"Adam Weihe","MUR",,1,9,9,1,9,0.14285714,0.14285714,0,0.5,4,0.5,0,36,18.035272312164306,17.964727687835694,"Adam Weihe","sa3044952",
"Will Palinkas","CLT",20,1,18,27,0.66666667,0,0.22222222,0.33333333,-0.11111111,0.5,6,0.75,0.33333333,27,9.113877010345458,17.88612298965454,"Will Palinkas","sa3039362",
"Josh Congress","TAR",,6,6,16.5,0.36363636,1.5,0.0952381,0.26190476,-0.16666667,0.4516129,4.166666666666667,0.5,0.25423729,28.5,10.616207631429036,17.883792368570965,"Josh Congress","sa3029240",
"Trent Topping","NAVY",,3,9,9,1,0,0.12,0.12,0,0.5,4,0.6,0.4375,27,9.308911991119384,17.691088008880616,"Trent Topping","sa3043939",
"Nathan Critchett","LMU",22,2.1,3.8571429885163644,11.571428965549092,0.33333333,0,0.05555556,0.16666667,-0.11111111,0.46153846,3.8571429885163644,0.5,0.36363636,27.00000091961455,9.361828503316769,17.63817241629778,"Nathan Critchett","sa3029571",
"Walker Armstrong","MTSU",,4.1,10.384615003709976,4.15384600148399,2.5,0,0.17241379,0.06896552,0.10344828,0.55555556,3.923076779179324,0.68181818,0.35294118,20.769230007419953,3.1908001211267947,17.578429886293158,"Walker Armstrong","sa3026213",
"Luke Brock","TENN",,0,0,9,0,0,0,0.2,-0.2,1,4,1,0.4,27,9.628470134735107,17.371529865264893,"Luke Brock","sa3027723",
"Brandon Yu","NAVY",,3,12,21,0.57142857,0,0.2,0.35,-0.15,0.33333333,3.6666666666666665,0.5,0.25,27,9.642245324452718,17.357754675547284,"Brandon Yu","sa3045766",
"Cade Henry","USA",,0.2,13.49999959766866,26.99999919533732,0.5,0,0.16666667,0.33333333,-0.16666667,0.5,5.999999821186071,0.66666667,0.5,26.99999919533732,9.742169392108924,17.257829803228397,"Cade Henry","sa3033625",
"MacGregor Hines","HOU",25,0.2,0,0,0,13.49999959766866,0,0,0,0.75,4.499999865889553,0.66666667,0,40.49999879300598,23.277270880341547,17.222727912664432,"MacGregor Hines","sa3033859",
"Chase Allen","MICH",19,0,0,9,0,0,0,0.33333333,-0.33333333,1,2,1,0,27,9.81112642288208,17.18887357711792,"Chase Allen","sa3025909",
"Walker Cleveland","MICH",,1.1,13.49999959766866,6.74999979883433,2,0,0.22222222,0.11111111,0.11111111,0.5,3.749999888241294,0.66666667,0.4,20.24999939650299,3.061126445233821,17.18887295126917,"Walker Cleveland","sa3029041",
"Clark Eder","IONA",22,2,4.5,13.5,0.33333333,4.5,0.05,0.15,-0.1,0.5,5,0.5,0.25862069,36,18.878466796875,17.121533203125,"Clark Eder","sa3030783",
"Jake Randolph","UML",,2.1,7.714285977032729,11.571428965549092,0.66666667,0,0.125,0.1875,-0.0625,0.4,3.0000001021793947,0.5,0.2,27.00000091961455,9.921701826368068,17.078299093246482,"Jake Randolph","sa3040449",
"Luke Baker","MISS",19,3,18,6,3,3,0.24,0.08,0.16,0.54545455,4.666666666666667,0.73333333,0.22058824,24,6.9618034680684415,17.038196531931558,"Luke Baker","sa3026446",
"Robert Black III","SPU",19,3.1,8.100000193119053,18.900000450611124,0.42857143,2.7000000643730178,0.11111111,0.25925926,-0.14814815,0.5,5.100000121593478,0.5625,0.38461538,29.700000708103197,12.778466997146612,16.921533710956584,"Robert Black III","sa3027203",
"Johnathan Yandrich","MVSU",,1.1,6.74999979883433,13.49999959766866,0.5,0,0.1,0.2,-0.1,0.42857143,3.749999888241294,0.5,0.33333333,26.99999919533732,10.596132312715058,16.40386688262226,"Johnathan Yandrich","sa3045674",
"Brandon Smith","UGA",21,0,0,9,0,9,0,0.25,-0.25,1,4,1,0,36,19.628470134735107,16.371529865264893,"Brandon Smith","sa3042498",
"Nate Boyle","TOL",23,2,13.5,9,1.5,4.5,0.17647059,0.11764706,0.05882353,0.6,5.5,0.72727273,0.41666667,27,10.707076263427734,16.292923736572266,"Nate Boyle","sa3027523",
"Sam Rainwater","ORU",,1.2,5.4000001287460355,16.200000386238106,0.33333333,5.4000001287460355,0.08333333,0.25,-0.16666667,0.44444444,4.200000100135806,0.42857143,0.17857143,32.40000077247621,16.113589763641365,16.286411008834847,"Sam Rainwater","sa3040401",
"Jackson Lindley","CLEM",21,4.1,6.230769002225986,8.30769200296798,0.75,2.076923000741995,0.08333333,0.11111111,-0.02777778,0.51612903,4.615384446093323,0.55555556,0.30612245,24.923076008903944,8.71685762123244,16.206218387671505,"Jackson Lindley","sa3036351",
"Grayson Phillips","AKR",,4.1,0,18.692307006677957,0,4.15384600148399,0,0.25714286,-0.25714286,0.48,4.846153668397989,0.43478261,0.3125,33.23076801187192,17.13015271248904,16.100615299382884,"Grayson Phillips","sa3039867",
"Hunter Lee","IOWA",,1.2,10.800000257492071,5.4000001287460355,2,5.4000001287460355,0.18181818,0.09090909,0.09090909,0.5,3.6000000858306906,0.57142857,0.2173913,27.00000064373018,11.011126594543462,15.988874049186716,"Hunter Lee","sa3036154",
"Joseph Eichelberger","UAPB",,4,4.5,42.75,0.10526316,2.25,0.05263158,0.5,-0.44736842,0.33333333,6,0.33333333,0.30075188,40.5,24.846132469177245,15.653867530822755,"Joseph Eichelberger","sa3030845",
"Jason Jimenez","MVSU",,1,0,18,0,0,0,0.25,-0.25,0.5,5,0.5,0.4,27,11.346132469177245,15.653867530822755,"Jason Jimenez","sa3034695",
"Isaias Hernandez","ALST",,0.2,0,0,0,13.49999959766866,0,0,0,0.6,4.499999865889553,0.5,0,40.49999879300598,24.846131888031977,15.653866904974002,"Isaias Hernandez","sa3033677",
"Brendan Pattermann","STBK",19,2,13.5,18,0.75,0,0.21428571,0.28571429,-0.07142857,0.5,4.5,0.71428571,0.44444444,22.5,6.9217016220092775,15.578298377990723,"Brendan Pattermann","sa3039539",
